SCORES_TXT_BEGIN_0 0 66 9 BLEU
3 3 2 2 1 1 0 0 3 
3 4 1 3 0 2 0 1 3 
3 4 2 3 1 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 4 2 3 1 2 0 1 3 
3 4 0 3 0 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 4 1 3 0 2 0 1 3 
3 5 2 4 1 3 0 2 3 
3 3 0 2 0 1 0 0 3 
3 6 1 5 0 4 0 3 3 
3 3 1 2 0 1 0 0 3 
3 4 1 3 0 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 6 0 5 0 4 0 3 3 
3 3 1 2 0 1 0 0 3 
3 4 0 3 0 2 0 1 3 
3 3 0 2 0 1 0 0 3 
3 4 0 3 0 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 4 1 3 0 2 0 1 3 
3 4 0 3 0 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 4 0 3 0 2 0 1 3 
3 5 0 4 0 3 0 2 3 
3 4 0 3 0 2 0 1 3 
3 5 0 4 0 3 0 2 3 
3 4 0 3 0 2 0 1 3 
3 4 1 3 0 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 4 0 3 0 2 0 1 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 6 0 5 0 4 0 3 3 
3 5 1 4 0 3 0 2 3 
3 6 0 5 0 4 0 3 3 
3 6 1 5 0 4 0 3 3 
3 6 1 5 0 4 0 3 3 
3 4 0 3 0 2 0 1 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 4 0 3 0 2 0 1 3 
3 4 1 3 0 2 0 1 3 
3 5 1 4 0 3 0 2 3 
3 4 0 3 0 2 0 1 3 
3 6 0 5 0 4 0 3 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 6 0 5 0 4 0 3 3 
3 3 0 2 0 1 0 0 3 
3 4 0 3 0 2 0 1 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 6 0 5 0 4 0 3 3 
3 6 1 5 0 4 0 3 3 
3 6 0 5 0 4 0 3 3 
3 4 0 3 0 2 0 1 3 
3 4 0 3 0 2 0 1 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 5 0 4 0 3 0 2 3 
3 6 0 5 0 4 0 3 3 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
4 4 3 3 2 2 1 1 4 
4 5 3 4 2 3 1 2 4 
3 3 1 2 0 1 0 0 4 
4 5 2 4 1 3 0 2 4 
4 6 2 5 1 4 0 3 4 
4 5 1 4 0 3 0 2 4 
3 4 1 3 0 2 0 1 4 
4 4 1 3 0 2 0 1 4 
3 5 1 4 0 3 0 2 4 
4 5 3 4 2 3 1 2 4 
4 6 3 5 2 4 1 3 4 
2 3 0 2 0 1 0 0 4 
3 4 1 3 0 2 0 1 4 
4 6 1 5 0 4 0 3 4 
4 5 1 4 0 3 0 2 4 
4 5 3 4 2 3 1 2 4 
3 5 1 4 0 3 0 2 4 
3 5 0 4 0 3 0 2 4 
4 4 1 3 0 2 0 1 4 
4 4 1 3 0 2 0 1 4 
4 5 1 4 0 3 0 2 4 
3 4 1 3 0 2 0 1 4 
4 5 1 4 0 3 0 2 4 
3 6 0 5 0 4 0 3 4 
4 6 2 5 1 4 0 3 4 
4 6 1 5 0 4 0 3 4 
4 5 1 4 0 3 0 2 4 
3 5 0 4 0 3 0 2 4 
4 6 3 5 2 4 1 3 4 
4 6 1 5 0 4 0 3 4 
4 6 0 5 0 4 0 3 4 
4 4 2 3 1 2 0 1 4 
4 5 2 4 0 3 0 2 4 
4 5 0 4 0 3 0 2 4 
4 5 2 4 1 3 0 2 4 
4 6 2 5 0 4 0 3 4 
4 7 2 6 1 5 0 4 4 
3 4 0 3 0 2 0 1 4 
3 3 0 2 0 1 0 0 4 
4 5 0 4 0 3 0 2 4 
3 4 1 3 0 2 0 1 4 
4 5 1 4 0 3 0 2 4 
4 4 0 3 0 2 0 1 4 
4 4 2 3 0 2 0 1 4 
4 4 2 3 1 2 0 1 4 
2 3 0 2 0 1 0 0 4 
3 4 1 3 0 2 0 1 4 
4 5 2 4 0 3 0 2 4 
4 5 2 4 1 3 0 2 4 
4 5 2 4 1 3 0 2 4 
4 5 2 4 0 3 0 2 4 
4 6 2 5 1 4 0 3 4 
3 5 1 4 0 3 0 2 4 
4 5 1 4 0 3 0 2 4 
4 6 1 5 0 4 0 3 4 
4 6 2 5 1 4 0 3 4 
4 6 2 5 0 4 0 3 4 
4 7 1 6 0 5 0 4 4 
4 6 2 5 1 4 0 3 4 
4 4 1 3 0 2 0 1 4 
4 6 1 5 0 4 0 3 4 
3 4 1 3 0 2 0 1 4 
4 5 1 4 0 3 0 2 4 
3 3 1 2 0 1 0 0 4 
4 5 2 4 1 3 0 2 4 
3 6 0 5 0 4 0 3 4 
4 6 1 5 0 4 0 3 4 
4 5 1 4 0 3 0 2 4 
4 6 2 5 1 4 0 3 4 
2 3 0 2 0 1 0 0 4 
3 5 0 4 0 3 0 2 4 
4 4 1 3 0 2 0 1 4 
4 5 1 4 0 3 0 2 4 
3 3 0 2 0 1 0 0 4 
4 7 2 6 1 5 0 4 4 
4 5 0 4 0 3 0 2 4 
4 5 2 4 1 3 0 2 4 
3 4 1 3 0 2 0 1 4 
3 5 0 4 0 3 0 2 4 
3 5 0 4 0 3 0 2 4 
3 6 0 5 0 4 0 3 4 
4 7 2 6 1 5 0 4 4 
3 4 1 3 0 2 0 1 4 
3 5 1 4 0 3 0 2 4 
3 5 0 4 0 3 0 2 4 
4 6 2 5 1 4 0 3 4 
3 4 0 3 0 2 0 1 4 
3 5 0 4 0 3 0 2 4 
3 6 0 5 0 4 0 3 4 
4 5 1 4 0 3 0 2 4 
4 4 1 3 0 2 0 1 4 
4 6 2 5 1 4 0 3 4 
4 6 1 5 0 4 0 3 4 
3 6 0 5 0 4 0 3 4 
4 5 1 4 0 3 0 2 4 
4 6 1 5 0 4 0 3 4 
4 7 1 6 0 5 0 4 4 
3 5 0 4 0 3 0 2 4 
4 5 0 4 0 3 0 2 4 
4 5 1 4 0 3 0 2 4 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 4 9 BLEU
1 2 0 1 0 0 0 0 2 
2 2 1 1 0 0 0 0 2 
2 2 0 1 0 0 0 0 2 
1 2 0 1 0 0 0 0 2 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 1 9 BLEU
19 19 18 18 17 17 16 16 19 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 4 7 9 BLEU
16 16 15 15 14 14 13 13 16 
16 17 14 16 12 15 10 14 16 
15 16 13 15 11 14 9 13 16 
15 15 13 14 11 13 9 12 16 
14 16 12 15 10 14 8 13 16 
15 17 13 16 11 15 9 14 16 
15 17 12 16 9 15 7 14 16 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 5 12 9 BLEU
11 11 10 10 9 9 8 8 11 
10 11 8 10 6 9 4 8 11 
11 12 9 11 7 10 5 9 11 
11 12 9 11 7 10 5 9 11 
11 13 10 12 8 11 6 10 11 
11 12 9 11 8 10 7 9 11 
11 12 9 11 7 10 5 9 11 
11 12 9 11 8 10 7 9 11 
10 10 8 9 6 8 4 7 11 
11 12 9 11 7 10 5 9 11 
11 13 9 12 8 11 7 10 11 
11 12 9 11 8 10 7 9 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 6 2 9 BLEU
15 17 13 16 11 15 9 14 16 
15 16 14 15 13 14 12 13 16 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 7 100 9 BLEU
8 9 5 8 3 7 2 6 12 
7 9 4 8 3 7 2 6 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
7 9 4 8 3 7 2 6 12 
7 9 3 8 0 7 0 6 12 
8 10 4 9 2 8 1 7 12 
7 9 4 8 3 7 2 6 12 
8 10 4 9 3 8 2 7 12 
7 10 4 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
7 10 4 9 3 8 2 7 12 
7 9 4 8 2 7 1 6 12 
8 11 5 10 3 9 2 8 12 
8 10 5 9 3 8 2 7 12 
8 11 5 10 3 9 2 8 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
7 10 4 9 3 8 2 7 12 
7 10 4 9 3 8 2 7 12 
7 9 4 8 3 7 2 6 12 
7 10 4 9 3 8 2 7 12 
7 9 4 8 3 7 2 6 12 
8 10 5 9 3 8 2 7 12 
7 9 4 8 3 7 2 6 12 
7 9 5 8 3 7 2 6 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
6 9 2 8 0 7 0 6 12 
8 10 5 9 3 8 2 7 12 
7 9 4 8 3 7 2 6 12 
8 10 4 9 1 8 0 7 12 
8 10 5 9 3 8 2 7 12 
7 9 4 8 2 7 1 6 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
7 9 4 8 2 7 1 6 12 
8 9 5 8 3 7 2 6 12 
7 10 3 9 0 8 0 7 12 
7 10 4 9 3 8 2 7 12 
6 9 4 8 3 7 2 6 12 
7 10 3 9 2 8 1 7 12 
6 9 4 8 3 7 2 6 12 
7 8 4 7 2 6 1 5 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
7 10 3 9 0 8 0 7 12 
7 10 3 9 0 8 0 7 12 
8 10 4 9 2 8 1 7 12 
8 11 4 10 2 9 1 8 12 
8 11 5 10 3 9 2 8 12 
8 10 5 9 2 8 1 7 12 
6 9 4 8 3 7 2 6 12 
7 10 4 9 3 8 2 7 12 
7 9 4 8 3 7 2 6 12 
8 11 4 10 2 9 1 8 12 
8 10 5 9 3 8 2 7 12 
8 10 5 9 3 8 2 7 12 
8 11 4 10 2 9 1 8 12 
8 10 4 9 1 8 0 7 12 
8 11 4 10 3 9 2 8 12 
8 10 4 9 2 8 1 7 12 
7 9 4 8 2 7 1 6 12 
8 10 4 9 3 8 2 7 12 
7 10 4 9 3 8 2 7 12 
